student_id,course_code,term,likelihood,path_type
S325,ECI 171L,2027WI,0.7,Geotech
S326,ECI 171L,2027WI,0.7,Geotech
S327,ECI 171L,2027WI,0.7,Geotech
S328,ECI 171L,2027WI,0.7,Geotech
S329,ECI 171L,2027WI,0.7,Geotech
S330,ECI 171L,2027WI,0.7,Geotech
S331,ECI 171L,2027WI,0.7,Geotech
S332,ECI 171L,2027WI,0.7,Geotech
S333,ECI 171L,2027WI,0.7,Geotech
S334,ECI 171L,2027WI,0.7,Geotech
S335,ECI 171L,2027WI,0.7,Geotech
S336,ECI 171L,2027WI,0.7,Geotech
S337,ECI 171L,2027WI,0.7,Geotech
S338,ECI 171L,2027WI,0.7,Geotech
S339,ECI 171L,2027WI,0.7,Geotech
S340,ECI 171L,2027WI,0.7,Geotech
S341,ECI 162,2027WI,0.7,Transportation
S342,ECI 162,2027WI,0.7,Transportation
S343,ECI 162,2027WI,0.7,Transportation
S344,ECI 162,2027WI,0.7,Transportation
S345,ECI 162,2027WI,0.7,Transportation
S346,ECI 162,2027WI,0.7,Transportation
S347,ECI 162,2027WI,0.7,Transportation
S348,ECI 162,2027WI,0.7,Transportation
S349,ECI 162,2027WI,0.7,Transportation
S350,ECI 162,2027WI,0.7,Transportation
S351,ECI 162,2027WI,0.7,Transportation
S352,ECI 162,2027WI,0.7,Transportation
S353,ECI 162,2027WI,0.7,Transportation
S354,ECI 162,2027WI,0.7,Transportation
S355,ECI 162,2027WI,0.7,Transportation
S356,ECI 162,2027WI,0.7,Transportation
S357,ECI 162,2027WI,0.7,Transportation
S358,ECI 162,2027WI,0.7,Transportation
S359,ECI 162,2027WI,0.7,Transportation
S360,ECI 162,2027WI,0.7,Transportation
S361,ECI 153,2027WI,0.7,Construction
S362,ECI 153,2027WI,0.7,Construction
S363,ECI 153,2027WI,0.7,Construction
S364,ECI 153,2027WI,0.7,Construction
S365,ECI 153,2027WI,0.7,Construction
S366,ECI 153,2027WI,0.7,Construction
S367,ECI 153,2027WI,0.7,Construction
S368,ECI 153,2027WI,0.7,Construction
S369,ECI 153,2027WI,0.7,Construction
S370,ECI 153,2027WI,0.7,Construction
S371,ECI 153,2027WI,0.7,Construction
S372,ECI 153,2027WI,0.7,Construction
S373,ECI 153,2027WI,0.7,Construction
S374,ECI 153,2027WI,0.7,Construction
S375,ECI 153,2027WI,0.7,Construction
S376,ECI 153,2027WI,0.7,Construction
S377,ECI 153,2027WI,0.7,Construction
S378,ECI 153,2027WI,0.7,Construction
S379,ECI 153,2027WI,0.7,Construction
S380,ECI 153,2027WI,0.7,Construction
S381,ECI 140B,2027WI,0.7,EnvironmentalDepth
S382,ECI 140B,2027WI,0.7,EnvironmentalDepth
S383,ECI 140B,2027WI,0.7,EnvironmentalDepth
S384,ECI 140B,2027WI,0.7,EnvironmentalDepth
S385,ECI 140B,2027WI,0.7,EnvironmentalDepth
S386,ECI 140B,2027WI,0.7,EnvironmentalDepth
S387,ECI 140B,2027WI,0.7,EnvironmentalDepth
S388,ECI 140B,2027WI,0.7,EnvironmentalDepth
S389,ECI 140B,2027WI,0.7,EnvironmentalDepth
S390,ECI 140B,2027WI,0.7,EnvironmentalDepth
S391,ECI 140B,2027WI,0.7,EnvironmentalDepth
S392,ECI 140B,2027WI,0.7,EnvironmentalDepth
S393,ECI 140B,2027WI,0.7,EnvironmentalDepth
S394,ECI 140B,2027WI,0.7,EnvironmentalDepth
S395,ECI 140B,2027WI,0.7,EnvironmentalDepth
S396,ECI 140B,2027WI,0.7,EnvironmentalDepth
S397,ECI 140B,2027WI,0.7,EnvironmentalDepth
S398,ECI 140B,2027WI,0.7,EnvironmentalDepth
S399,ECI 140B,2027WI,0.7,EnvironmentalDepth
S400,ECI 140B,2027WI,0.7,EnvironmentalDepth
S091,ECI 40,2027SP,0.15,Undeclared
S092,ECI 40,2027SP,0.15,Undeclared
S093,ECI 40,2027SP,0.15,Undeclared
S094,ECI 40,2027SP,0.15,Undeclared
S095,ECI 40,2027SP,0.15,Undeclared
S096,ECI 40,2027SP,0.15,Undeclared
S097,ECI 40,2027SP,0.15,Undeclared
S098,ECI 40,2027SP,0.15,Undeclared
S099,ECI 40,2027SP,0.15,Undeclared
S100,ECI 40,2027SP,0.15,Undeclared
S101,ECI 40,2027SP,0.15,Undeclared
S102,ECI 40,2027SP,0.15,Undeclared
S103,ECI 40,2027SP,0.15,Undeclared
S104,ECI 40,2027SP,0.15,Undeclared
S105,ECI 40,2027SP,0.15,Undeclared
S106,ECI 40,2027SP,0.15,Undeclared
S107,ECI 40,2027SP,0.15,Undeclared
S108,ECI 40,2027SP,0.15,Undeclared
S109,ECI 40,2027SP,0.15,Undeclared
S110,ECI 40,2027SP,0.15,Undeclared
S111,ECI 40,2027SP,0.15,Undeclared
S112,ECI 40,2027SP,0.15,Undeclared
S113,ECI 40,2027SP,0.15,Undeclared
S114,ECI 40,2027SP,0.15,Undeclared
S115,ECI 40,2027SP,0.15,Undeclared
S116,ECI 40,2027SP,0.15,Undeclared
S117,ECI 40,2027SP,0.15,Undeclared
S118,ECI 40,2027SP,0.15,Undeclared
S119,ECI 40,2027SP,0.15,Undeclared
S120,ECI 40,2027SP,0.15,Undeclared
S121,ECI 40,2027SP,0.15,Undeclared
S122,ECI 40,2027SP,0.15,Undeclared
S123,ECI 40,2027SP,0.15,Undeclared
S124,ECI 40,2027SP,0.15,Undeclared
S125,ECI 40,2027SP,0.15,Undeclared
S126,ECI 40,2027SP,0.15,Undeclared
S127,ECI 40,2027SP,0.15,Undeclared
S128,ECI 40,2027SP,0.15,Undeclared
S129,ECI 40,2027SP,0.15,Undeclared
S130,ECI 40,2027SP,0.15,Undeclared
S131,ECI 40,2027SP,0.15,Undeclared
S132,ECI 40,2027SP,0.15,Undeclared
S133,ECI 40,2027SP,0.15,Undeclared
S134,ECI 40,2027SP,0.15,Undeclared
S135,ECI 40,2027SP,0.15,Undeclared
S136,ECI 40,2027SP,0.15,Undeclared
S137,ECI 40,2027SP,0.15,Undeclared
S138,ECI 40,2027SP,0.15,Undeclared
S139,ECI 40,2027SP,0.15,Undeclared
S140,ECI 40,2027SP,0.15,Undeclared
S141,ECI 40,2027SP,0.15,Undeclared
S142,ECI 40,2027SP,0.15,Undeclared
S143,ECI 40,2027SP,0.15,Undeclared
S144,ECI 40,2027SP,0.15,Undeclared
S145,ECI 40,2027SP,0.15,Undeclared
S146,ECI 40,2027SP,0.15,Undeclared
S147,ECI 40,2027SP,0.15,Undeclared
S148,ECI 40,2027SP,0.15,Undeclared
S149,ECI 40,2027SP,0.15,Undeclared
S150,ECI 40,2027SP,0.15,Undeclared
S151,ECI 40,2027SP,0.15,Undeclared
S152,ECI 40,2027SP,0.15,Undeclared
S153,ECI 40,2027SP,0.15,Undeclared
S154,ECI 40,2027SP,0.15,Undeclared
S155,ECI 40,2027SP,0.15,Undeclared
S156,ECI 40,2027SP,0.15,Undeclared
S157,ECI 40,2027SP,0.15,Undeclared
S158,ECI 40,2027SP,0.15,Undeclared
S159,ECI 40,2027SP,0.15,Undeclared
S160,ECI 40,2027SP,0.15,Undeclared
S161,ECI 40,2027SP,0.15,Undeclared
S162,ECI 40,2027SP,0.15,Undeclared
S163,ECI 40,2027SP,0.15,Undeclared
S164,ECI 40,2027SP,0.15,Undeclared
S165,ECI 40,2027SP,0.15,Undeclared
S166,ECI 40,2027SP,0.15,Undeclared
S167,ECI 40,2027SP,0.15,Undeclared
S168,ECI 40,2027SP,0.15,Undeclared
S169,ECI 40,2027SP,0.15,Undeclared
S170,ECI 40,2027SP,0.15,Undeclared
S171,ECI 40,2027SP,0.15,Undeclared
S172,ECI 40,2027SP,0.15,Undeclared
S173,ECI 40,2027SP,0.15,Undeclared
S174,ECI 40,2027SP,0.15,Undeclared
S175,ECI 40,2027SP,0.15,Undeclared
S176,ECI 40,2027SP,0.15,Undeclared
S177,ECI 40,2027SP,0.15,Undeclared
S178,ECI 40,2027SP,0.15,Undeclared
S179,ECI 40,2027SP,0.15,Undeclared
S180,ECI 40,2027SP,0.15,Undeclared
S181,ECI 40,2027SP,0.15,Undeclared
S182,ECI 40,2027SP,0.15,Undeclared
S183,ECI 40,2027SP,0.15,Undeclared
S184,ECI 40,2027SP,0.15,Undeclared
S185,ECI 40,2027SP,0.15,Undeclared
S186,ECI 40,2027SP,0.15,Undeclared
S187,ECI 40,2027SP,0.15,Undeclared
S188,ECI 40,2027SP,0.15,Undeclared
S189,ECI 40,2027SP,0.15,Undeclared
S190,ECI 40,2027SP,0.15,Undeclared
S191,ECI 114,2027SP,0.4,Undeclared
S192,ECI 114,2027SP,0.4,Undeclared
S193,ECI 114,2027SP,0.4,Undeclared
S194,ECI 114,2027SP,0.4,Undeclared
S195,ECI 114,2027SP,0.4,Undeclared
S196,ECI 114,2027SP,0.4,Undeclared
S197,ECI 114,2027SP,0.4,Undeclared
S198,ECI 114,2027SP,0.4,Undeclared
S199,ECI 114,2027SP,0.4,Undeclared
S200,ECI 114,2027SP,0.4,Undeclared
S201,ECI 114,2027SP,0.4,Undeclared
S202,ECI 114,2027SP,0.4,Undeclared
S203,ECI 114,2027SP,0.4,Undeclared
S204,ECI 114,2027SP,0.4,Undeclared
S205,ECI 114,2027SP,0.4,Undeclared
S206,ECI 114,2027SP,0.4,Undeclared
S207,ECI 114,2027SP,0.4,Undeclared
S208,ECI 114,2027SP,0.4,Undeclared
S209,ECI 114,2027SP,0.4,Undeclared
S210,ECI 114,2027SP,0.4,Undeclared
S211,ECI 114,2027SP,0.4,Undeclared
S212,ECI 114,2027SP,0.4,Undeclared
S213,ECI 114,2027SP,0.4,Undeclared
S214,ECI 114,2027SP,0.4,Undeclared
S215,ECI 114,2027SP,0.4,Undeclared
S216,ECI 114,2027SP,0.4,Undeclared
S217,ECI 114,2027SP,0.4,Undeclared
S218,ECI 114,2027SP,0.4,Undeclared
S219,ECI 114,2027SP,0.4,Undeclared
S220,ECI 114,2027SP,0.4,Undeclared
S221,ECI 114,2027SP,0.4,Undeclared
S222,ECI 114,2027SP,0.4,Undeclared
S223,ECI 114,2027SP,0.4,Undeclared
S224,ECI 114,2027SP,0.4,Undeclared
S225,ECI 114,2027SP,0.4,Undeclared
S226,ECI 114,2027SP,0.4,Undeclared
S227,ECI 114,2027SP,0.4,Undeclared
S228,ECI 114,2027SP,0.4,Undeclared
S229,ECI 114,2027SP,0.4,Undeclared
S230,ECI 114,2027SP,0.4,Undeclared
S231,ECI 114,2027SP,0.4,Undeclared
S232,ECI 114,2027SP,0.4,Undeclared
S233,ECI 114,2027SP,0.4,Undeclared
S234,ECI 114,2027SP,0.4,Undeclared
S235,ECI 114,2027SP,0.4,Undeclared
S236,ECI 114,2027SP,0.4,Undeclared
S237,ECI 114,2027SP,0.4,Undeclared
S238,ECI 114,2027SP,0.4,Undeclared
S239,ECI 114,2027SP,0.4,Undeclared
S240,ECI 114,2027SP,0.4,Undeclared
S241,ECI 114,2027SP,0.4,Undeclared
S242,ECI 114,2027SP,0.4,Undeclared
S243,ECI 114,2027SP,0.4,Undeclared
S244,ECI 114,2027SP,0.4,Undeclared
S245,ECI 114,2027SP,0.4,Undeclared
S246,ECI 114,2027SP,0.4,Undeclared
S247,ECI 114,2027SP,0.4,Undeclared
S248,ECI 114,2027SP,0.4,Undeclared
S249,ECI 114,2027SP,0.4,Undeclared
S250,ECI 114,2027SP,0.4,Undeclared
S251,ECI 114,2027SP,0.4,Undeclared
S252,ECI 114,2027SP,0.4,Undeclared
S253,ECI 114,2027SP,0.4,Undeclared
S254,ECI 114,2027SP,0.4,Undeclared
S255,ECI 114,2027SP,0.4,Undeclared
S256,ECI 114,2027SP,0.4,Undeclared
S257,ECI 114,2027SP,0.4,Undeclared
S258,ECI 114,2027SP,0.4,Undeclared
S259,ECI 114,2027SP,0.4,Undeclared
S260,ECI 114,2027SP,0.4,Undeclared
S261,ECI 114,2027SP,0.4,Undeclared
S262,ECI 114,2027SP,0.4,Undeclared
S263,ECI 114,2027SP,0.4,Undeclared
S264,ECI 114,2027SP,0.4,Undeclared
S265,ECI 114,2027SP,0.4,Undeclared
S266,ECI 114,2027SP,0.4,Undeclared
S267,ECI 114,2027SP,0.4,Undeclared
S268,ECI 114,2027SP,0.4,Undeclared
S269,ECI 114,2027SP,0.4,Undeclared
S270,ECI 114,2027SP,0.4,Undeclared
S271,ECI 114,2027SP,0.4,Undeclared
S272,ECI 114,2027SP,0.4,Undeclared
S273,ECI 114,2027SP,0.4,Undeclared
S274,ECI 114,2027SP,0.4,Undeclared
S275,ECI 114,2027SP,0.4,Undeclared
S276,ECI 114,2027SP,0.4,Undeclared
S277,ECI 114,2027SP,0.4,Undeclared
S278,ECI 114,2027SP,0.4,Undeclared
S279,ECI 114,2027SP,0.4,Undeclared
S280,ECI 114,2027SP,0.4,Undeclared
S281,ECI 114,2027SP,0.4,Undeclared
S282,ECI 114,2027SP,0.4,Undeclared
S283,ECI 114,2027SP,0.4,Undeclared
S284,ECI 114,2027SP,0.4,Undeclared
S285,ECI 114,2027SP,0.4,Undeclared
S286,ECI 114,2027SP,0.4,Undeclared
S287,ECI 114,2027SP,0.4,Undeclared
S288,ECI 114,2027SP,0.4,Undeclared
S289,ECI 114,2027SP,0.4,Undeclared
S290,ECI 114,2027SP,0.4,Undeclared
S291,ECI 114,2027SP,0.4,Undeclared
S292,ECI 114,2027SP,0.4,Undeclared
S293,ECI 114,2027SP,0.4,Undeclared
S294,ECI 114,2027SP,0.4,Undeclared
S295,ECI 114,2027SP,0.4,Undeclared
S296,ECI 114,2027SP,0.4,Undeclared
S297,ECI 114,2027SP,0.4,Undeclared
S298,ECI 114,2027SP,0.4,Undeclared
S299,ECI 114,2027SP,0.4,Undeclared
S300,ECI 114,2027SP,0.4,Undeclared
S191,ECI 115,2027SP,0.4,Undeclared
S192,ECI 115,2027SP,0.4,Undeclared
S193,ECI 115,2027SP,0.4,Undeclared
S194,ECI 115,2027SP,0.4,Undeclared
S195,ECI 115,2027SP,0.4,Undeclared
S196,ECI 115,2027SP,0.4,Undeclared
S197,ECI 115,2027SP,0.4,Undeclared
S198,ECI 115,2027SP,0.4,Undeclared
S199,ECI 115,2027SP,0.4,Undeclared
S200,ECI 115,2027SP,0.4,Undeclared
S201,ECI 115,2027SP,0.4,Undeclared
S202,ECI 115,2027SP,0.4,Undeclared
S203,ECI 115,2027SP,0.4,Undeclared
S204,ECI 115,2027SP,0.4,Undeclared
S205,ECI 115,2027SP,0.4,Undeclared
S206,ECI 115,2027SP,0.4,Undeclared
S207,ECI 115,2027SP,0.4,Undeclared
S208,ECI 115,2027SP,0.4,Undeclared
S209,ECI 115,2027SP,0.4,Undeclared
S210,ECI 115,2027SP,0.4,Undeclared
S211,ECI 115,2027SP,0.4,Undeclared
S212,ECI 115,2027SP,0.4,Undeclared
S213,ECI 115,2027SP,0.4,Undeclared
S214,ECI 115,2027SP,0.4,Undeclared
S215,ECI 115,2027SP,0.4,Undeclared
S216,ECI 115,2027SP,0.4,Undeclared
S217,ECI 115,2027SP,0.4,Undeclared
S218,ECI 115,2027SP,0.4,Undeclared
S219,ECI 115,2027SP,0.4,Undeclared
S220,ECI 115,2027SP,0.4,Undeclared
S221,ECI 115,2027SP,0.4,Undeclared
S222,ECI 115,2027SP,0.4,Undeclared
S223,ECI 115,2027SP,0.4,Undeclared
S224,ECI 115,2027SP,0.4,Undeclared
S225,ECI 115,2027SP,0.4,Undeclared
S226,ECI 115,2027SP,0.4,Undeclared
S227,ECI 115,2027SP,0.4,Undeclared
S228,ECI 115,2027SP,0.4,Undeclared
S229,ECI 115,2027SP,0.4,Undeclared
S230,ECI 115,2027SP,0.4,Undeclared
S231,ECI 115,2027SP,0.4,Undeclared
S232,ECI 115,2027SP,0.4,Undeclared
S233,ECI 115,2027SP,0.4,Undeclared
S234,ECI 115,2027SP,0.4,Undeclared
S235,ECI 115,2027SP,0.4,Undeclared
S236,ECI 115,2027SP,0.4,Undeclared
S237,ECI 115,2027SP,0.4,Undeclared
S238,ECI 115,2027SP,0.4,Undeclared
S239,ECI 115,2027SP,0.4,Undeclared
S240,ECI 115,2027SP,0.4,Undeclared
S241,ECI 115,2027SP,0.4,Undeclared
S242,ECI 115,2027SP,0.4,Undeclared
S243,ECI 115,2027SP,0.4,Undeclared
S244,ECI 115,2027SP,0.4,Undeclared
S245,ECI 115,2027SP,0.4,Undeclared
S246,ECI 115,2027SP,0.4,Undeclared
S247,ECI 115,2027SP,0.4,Undeclared
S248,ECI 115,2027SP,0.4,Undeclared
S249,ECI 115,2027SP,0.4,Undeclared
S250,ECI 115,2027SP,0.4,Undeclared
S251,ECI 115,2027SP,0.4,Undeclared
S252,ECI 115,2027SP,0.4,Undeclared
S253,ECI 115,2027SP,0.4,Undeclared
S254,ECI 115,2027SP,0.4,Undeclared
S255,ECI 115,2027SP,0.4,Undeclared
S256,ECI 115,2027SP,0.4,Undeclared
S257,ECI 115,2027SP,0.4,Undeclared
S258,ECI 115,2027SP,0.4,Undeclared
S259,ECI 115,2027SP,0.4,Undeclared
S260,ECI 115,2027SP,0.4,Undeclared
S261,ECI 115,2027SP,0.4,Undeclared
S262,ECI 115,2027SP,0.4,Undeclared
S263,ECI 115,2027SP,0.4,Undeclared
S264,ECI 115,2027SP,0.4,Undeclared
S265,ECI 115,2027SP,0.4,Undeclared
S266,ECI 115,2027SP,0.4,Undeclared
S267,ECI 115,2027SP,0.4,Undeclared
S268,ECI 115,2027SP,0.4,Undeclared
S269,ECI 115,2027SP,0.4,Undeclared
S270,ECI 115,2027SP,0.4,Undeclared
S271,ECI 115,2027SP,0.4,Undeclared
S272,ECI 115,2027SP,0.4,Undeclared
S273,ECI 115,2027SP,0.4,Undeclared
S274,ECI 115,2027SP,0.4,Undeclared
S275,ECI 115,2027SP,0.4,Undeclared
S276,ECI 115,2027SP,0.4,Undeclared
S277,ECI 115,2027SP,0.4,Undeclared
S278,ECI 115,2027SP,0.4,Undeclared
S279,ECI 115,2027SP,0.4,Undeclared
S280,ECI 115,2027SP,0.4,Undeclared
S281,ECI 115,2027SP,0.4,Undeclared
S282,ECI 115,2027SP,0.4,Undeclared
S283,ECI 115,2027SP,0.4,Undeclared
S284,ECI 115,2027SP,0.4,Undeclared
S285,ECI 115,2027SP,0.4,Undeclared
S286,ECI 115,2027SP,0.4,Undeclared
S287,ECI 115,2027SP,0.4,Undeclared
S288,ECI 115,2027SP,0.4,Undeclared
S289,ECI 115,2027SP,0.4,Undeclared
S290,ECI 115,2027SP,0.4,Undeclared
S291,ECI 115,2027SP,0.4,Undeclared
S292,ECI 115,2027SP,0.4,Undeclared
S293,ECI 115,2027SP,0.4,Undeclared
S294,ECI 115,2027SP,0.4,Undeclared
S295,ECI 115,2027SP,0.4,Undeclared
S296,ECI 115,2027SP,0.4,Undeclared
S297,ECI 115,2027SP,0.4,Undeclared
S298,ECI 115,2027SP,0.4,Undeclared
S299,ECI 115,2027SP,0.4,Undeclared
S300,ECI 115,2027SP,0.4,Undeclared
S301,ECI 130,2027SP,0.6,Structures
S302,ECI 130,2027SP,0.6,Structures
S303,ECI 130,2027SP,0.6,Structures
S304,ECI 130,2027SP,0.6,Structures
S305,ECI 130,2027SP,0.6,Structures
S306,ECI 130,2027SP,0.6,Structures
S307,ECI 130,2027SP,0.6,Structures
S308,ECI 130,2027SP,0.6,Structures
S309,ECI 130,2027SP,0.6,Structures
S310,ECI 130,2027SP,0.6,Structures
S311,ECI 130,2027SP,0.6,Structures
S312,ECI 130,2027SP,0.6,Structures
S313,ECI 130,2027SP,0.6,Structures
S314,ECI 130,2027SP,0.6,Structures
S315,ECI 130,2027SP,0.6,Structures
S316,ECI 130,2027SP,0.6,Structures
S317,ECI 130,2027SP,0.6,Structures
S318,ECI 130,2027SP,0.6,Structures
S319,ECI 130,2027SP,0.6,Structures
S320,ECI 130,2027SP,0.6,Structures
S301,ECI 135,2027SP,0.6,Structures
S302,ECI 135,2027SP,0.6,Structures
S303,ECI 135,2027SP,0.6,Structures
S304,ECI 135,2027SP,0.6,Structures
S305,ECI 135,2027SP,0.6,Structures
S306,ECI 135,2027SP,0.6,Structures
S307,ECI 135,2027SP,0.6,Structures
S308,ECI 135,2027SP,0.6,Structures
S309,ECI 135,2027SP,0.6,Structures
S310,ECI 135,2027SP,0.6,Structures
S311,ECI 135,2027SP,0.6,Structures
S312,ECI 135,2027SP,0.6,Structures
S313,ECI 135,2027SP,0.6,Structures
S314,ECI 135,2027SP,0.6,Structures
S315,ECI 135,2027SP,0.6,Structures
S316,ECI 135,2027SP,0.6,Structures
S317,ECI 135,2027SP,0.6,Structures
S318,ECI 135,2027SP,0.6,Structures
S319,ECI 135,2027SP,0.6,Structures
S320,ECI 135,2027SP,0.6,Structures
S321,ECI 171,2027SP,0.6,Geotech
S322,ECI 171,2027SP,0.6,Geotech
S323,ECI 171,2027SP,0.6,Geotech
S324,ECI 171,2027SP,0.6,Geotech
S325,ECI 171,2027SP,0.6,Geotech
S326,ECI 171,2027SP,0.6,Geotech
S327,ECI 171,2027SP,0.6,Geotech
S328,ECI 171,2027SP,0.6,Geotech
S329,ECI 171,2027SP,0.6,Geotech
S330,ECI 171,2027SP,0.6,Geotech
S331,ECI 171,2027SP,0.6,Geotech
S332,ECI 171,2027SP,0.6,Geotech
S333,ECI 171,2027SP,0.6,Geotech
S334,ECI 171,2027SP,0.6,Geotech
S335,ECI 171,2027SP,0.6,Geotech
S336,ECI 171,2027SP,0.6,Geotech
S337,ECI 171,2027SP,0.6,Geotech
S338,ECI 171,2027SP,0.6,Geotech
S339,ECI 171,2027SP,0.6,Geotech
S340,ECI 171,2027SP,0.6,Geotech
S321,ECI 173,2027SP,0.6,Geotech
S322,ECI 173,2027SP,0.6,Geotech
S323,ECI 173,2027SP,0.6,Geotech
S324,ECI 173,2027SP,0.6,Geotech
S325,ECI 173,2027SP,0.6,Geotech
S326,ECI 173,2027SP,0.6,Geotech
S327,ECI 173,2027SP,0.6,Geotech
S328,ECI 173,2027SP,0.6,Geotech
S329,ECI 173,2027SP,0.6,Geotech
S330,ECI 173,2027SP,0.6,Geotech
S331,ECI 173,2027SP,0.6,Geotech
S332,ECI 173,2027SP,0.6,Geotech
S333,ECI 173,2027SP,0.6,Geotech
S334,ECI 173,2027SP,0.6,Geotech
S335,ECI 173,2027SP,0.6,Geotech
S336,ECI 173,2027SP,0.6,Geotech
S337,ECI 173,2027SP,0.6,Geotech
S338,ECI 173,2027SP,0.6,Geotech
S339,ECI 173,2027SP,0.6,Geotech
S340,ECI 173,2027SP,0.6,Geotech
S341,ECI 161,2027SP,0.6,Transportation
S342,ECI 161,2027SP,0.6,Transportation
S343,ECI 161,2027SP,0.6,Transportation
S344,ECI 161,2027SP,0.6,Transportation
S345,ECI 161,2027SP,0.6,Transportation
S346,ECI 161,2027SP,0.6,Transportation
S347,ECI 161,2027SP,0.6,Transportation
S348,ECI 161,2027SP,0.6,Transportation
S349,ECI 161,2027SP,0.6,Transportation
S350,ECI 161,2027SP,0.6,Transportation
S351,ECI 161,2027SP,0.6,Transportation
S352,ECI 161,2027SP,0.6,Transportation
S353,ECI 161,2027SP,0.6,Transportation
S354,ECI 161,2027SP,0.6,Transportation
S355,ECI 161,2027SP,0.6,Transportation
S356,ECI 161,2027SP,0.6,Transportation
S357,ECI 161,2027SP,0.6,Transportation
S358,ECI 161,2027SP,0.6,Transportation
S359,ECI 161,2027SP,0.6,Transportation
S360,ECI 161,2027SP,0.6,Transportation
S341,ECI 178,2027SP,0.6,Transportation
S342,ECI 178,2027SP,0.6,Transportation
S343,ECI 178,2027SP,0.6,Transportation
S344,ECI 178,2027SP,0.6,Transportation
S345,ECI 178,2027SP,0.6,Transportation
S346,ECI 178,2027SP,0.6,Transportation
S347,ECI 178,2027SP,0.6,Transportation
S348,ECI 178,2027SP,0.6,Transportation
S349,ECI 178,2027SP,0.6,Transportation
S350,ECI 178,2027SP,0.6,Transportation
S351,ECI 178,2027SP,0.6,Transportation
S352,ECI 178,2027SP,0.6,Transportation
S353,ECI 178,2027SP,0.6,Transportation
S354,ECI 178,2027SP,0.6,Transportation
S355,ECI 178,2027SP,0.6,Transportation
S356,ECI 178,2027SP,0.6,Transportation
S357,ECI 178,2027SP,0.6,Transportation
S358,ECI 178,2027SP,0.6,Transportation
S359,ECI 178,2027SP,0.6,Transportation
S360,ECI 178,2027SP,0.6,Transportation
S361,ECI 137,2027SP,0.6,Construction
S362,ECI 137,2027SP,0.6,Construction
S363,ECI 137,2027SP,0.6,Construction
S364,ECI 137,2027SP,0.6,Construction
S365,ECI 137,2027SP,0.6,Construction
S366,ECI 137,2027SP,0.6,Construction
S367,ECI 137,2027SP,0.6,Construction
S368,ECI 137,2027SP,0.6,Construction
S369,ECI 137,2027SP,0.6,Construction
S370,ECI 137,2027SP,0.6,Construction
S371,ECI 137,2027SP,0.6,Construction
S372,ECI 137,2027SP,0.6,Construction
S373,ECI 137,2027SP,0.6,Construction
S374,ECI 137,2027SP,0.6,Construction
S375,ECI 137,2027SP,0.6,Construction
S376,ECI 137,2027SP,0.6,Construction
S377,ECI 137,2027SP,0.6,Construction
S378,ECI 137,2027SP,0.6,Construction
S379,ECI 137,2027SP,0.6,Construction
S380,ECI 137,2027SP,0.6,Construction
S361,ECI 181,2027SP,0.6,Construction
S362,ECI 181,2027SP,0.6,Construction
S363,ECI 181,2027SP,0.6,Construction
S364,ECI 181,2027SP,0.6,Construction
S365,ECI 181,2027SP,0.6,Construction
S366,ECI 181,2027SP,0.6,Construction
S367,ECI 181,2027SP,0.6,Construction
S368,ECI 181,2027SP,0.6,Construction
S369,ECI 181,2027SP,0.6,Construction
S370,ECI 181,2027SP,0.6,Construction
S371,ECI 181,2027SP,0.6,Construction
S372,ECI 181,2027SP,0.6,Construction
S373,ECI 181,2027SP,0.6,Construction
S374,ECI 181,2027SP,0.6,Construction
S375,ECI 181,2027SP,0.6,Construction
S376,ECI 181,2027SP,0.6,Construction
S377,ECI 181,2027SP,0.6,Construction
S378,ECI 181,2027SP,0.6,Construction
S379,ECI 181,2027SP,0.6,Construction
S380,ECI 181,2027SP,0.6,Construction
S381,ECI 140A,2027SP,0.6,EnvironmentalDepth
S382,ECI 140A,2027SP,0.6,EnvironmentalDepth
S383,ECI 140A,2027SP,0.6,EnvironmentalDepth
S384,ECI 140A,2027SP,0.6,EnvironmentalDepth
S385,ECI 140A,2027SP,0.6,EnvironmentalDepth
S386,ECI 140A,2027SP,0.6,EnvironmentalDepth
S387,ECI 140A,2027SP,0.6,EnvironmentalDepth
S388,ECI 140A,2027SP,0.6,EnvironmentalDepth
S389,ECI 140A,2027SP,0.6,EnvironmentalDepth
S390,ECI 140A,2027SP,0.6,EnvironmentalDepth
S391,ECI 140A,2027SP,0.6,EnvironmentalDepth
S392,ECI 140A,2027SP,0.6,EnvironmentalDepth
S393,ECI 140A,2027SP,0.6,EnvironmentalDepth
S394,ECI 140A,2027SP,0.6,EnvironmentalDepth
S395,ECI 140A,2027SP,0.6,EnvironmentalDepth
S396,ECI 140A,2027SP,0.6,EnvironmentalDepth
S397,ECI 140A,2027SP,0.6,EnvironmentalDepth
S398,ECI 140A,2027SP,0.6,EnvironmentalDepth
S399,ECI 140A,2027SP,0.6,EnvironmentalDepth
S400,ECI 140A,2027SP,0.6,EnvironmentalDepth
S381,ECI 140CN,2027SP,0.6,EnvironmentalDepth
S382,ECI 140CN,2027SP,0.6,EnvironmentalDepth
S383,ECI 140CN,2027SP,0.6,EnvironmentalDepth
S384,ECI 140CN,2027SP,0.6,EnvironmentalDepth
S385,ECI 140CN,2027SP,0.6,EnvironmentalDepth
S386,ECI 140CN,2027SP,0.6,EnvironmentalDepth
S387,ECI 140CN,2027SP,0.6,EnvironmentalDepth
